# ell, DTT, DTE, DEE
# from class within cobaya (https://cobaya.readthedocs.io/en/latest/) to compare to their plik-lite values
1.158000000000000000e+03 1.198992558408806644e+03 -2.295805195667329457e+01 1.332198016092864279e+01
1.159000000000000000e+03 1.196550669746756512e+03 -2.211436490877840555e+01 1.334148630507908351e+01
1.160000000000000000e+03 1.194040557883565498e+03 -2.127759984776487201e+01 1.336544896201936439e+01
1.161000000000000000e+03 1.191462789085087252e+03 -2.044818408490470674e+01 1.339385323617681500e+01
1.162000000000000000e+03 1.188817935112970190e+03 -1.962654763746191122e+01 1.342668401052817551e+01
1.163000000000000000e+03 1.186106573237525708e+03 -1.881312323432380751e+01 1.346392594603785042e+01
1.164000000000000000e+03 1.183329286250597306e+03 -1.800834632163244464e+01 1.350556348109620508e+01
1.165000000000000000e+03 1.180486662478426297e+03 -1.721265506841593051e+01 1.355158083095783006e+01
1.166000000000000000e+03 1.177579295794519567e+03 -1.642649037221976016e+01 1.360196198717980387e+01
1.167000000000000000e+03 1.174607785632518244e+03 -1.565029586473826306e+01 1.365669071705999116e+01
1.168000000000000000e+03 1.171572838828527892e+03 -1.488447091568000502e+01 1.371574280429448933e+01
1.169000000000000000e+03 1.168475576517304262e+03 -1.412922898924186299e+01 1.377906266578887440e+01
1.170000000000000000e+03 1.165317231101871812e+03 -1.338473752642435599e+01 1.384658644113380532e+01
1.171000000000000000e+03 1.162099044794160136e+03 -1.265116478753963847e+01 1.391824972360516988e+01
1.172000000000000000e+03 1.158822269636822057e+03 -1.192867985371201200e+01 1.399398755892044299e+01
1.173000000000000000e+03 1.155488167525048311e+03 -1.121745262837845836e+01 1.407373444399506290e+01
1.174000000000000000e+03 1.152098010228387921e+03 -1.051765383878915294e+01 1.415742432569882148e+01
1.175000000000000000e+03 1.148653079412561965e+03 -9.829455037507981885e+00 1.424499059961224212e+01
1.176000000000000000e+03 1.145154666661282135e+03 -9.153028603913087480e+00 1.433636610878295059e+01
1.177000000000000000e+03 1.141604073498067692e+03 -8.488547745697367475e+00 1.443148314248207420e+01
1.178000000000000000e+03 1.138002611408062876e+03 -7.836186500369003660e+00 1.453027343496058776e+01
1.179000000000000000e+03 1.134351601859852735e+03 -7.196119736751992235e+00 1.463266816420572702e+01
1.180000000000000000e+03 1.130652376327280990e+03 -6.568523156486661740e+00 1.473859795069734702e+01
1.181000000000000000e+03 1.126906276311266538e+03 -5.953573295530189213e+00 1.484799285616431241e+01
1.182000000000000000e+03 1.123114653361620867e+03 -5.351447525657133220e+00 1.496078238234086477e+01
1.183000000000000000e+03 1.119278869098865698e+03 -4.762324055959950009e+00 1.507689546972302530e+01
1.184000000000000000e+03 1.115400295236047896e+03 -4.186381934349518552e+00 1.519626049632494258e+01
1.185000000000000000e+03 1.111480313600558702e+03 -3.623801049055660251e+00 1.531880527643529533e+01
1.186000000000000000e+03 1.107520316155949558e+03 -3.074762130127667081e+00 1.544445705937365609e+01
1.187000000000000000e+03 1.103521705023750428e+03 -2.539446750934821306e+00 1.557314252824690115e+01
1.188000000000000000e+03 1.099485892505283573e+03 -2.018037329666907631e+00 1.570478779870553510e+01
1.189000000000000000e+03 1.095414301103484604e+03 -1.510717130834759780e+00 1.583931841770013271e+01
1.190000000000000000e+03 1.091308363544717167e+03 -1.017670266770758447e+00 1.597665936223767247e+01
1.191000000000000000e+03 1.087169522800590357e+03 -5.390816991293682081e-01 1.611673503813793928e+01
1.192000000000000000e+03 1.082999232109775448e+03 -7.513724038765623447e-02 1.625946927878988291e+01
1.193000000000000000e+03 1.078798954999824673e+03 3.739764446541845033e-01 1.640478534390802778e+01
1.194000000000000000e+03 1.074570165308984542e+03 8.080718373723194681e-01 1.655260591828882966e+01
1.195000000000000000e+03 1.070314347208017352e+03 1.226960563818735528e+00 1.670285311056706234e+01
1.196000000000000000e+03 1.066032995222014279e+03 1.630453393220731684e+00 1.685544845197218677e+01
1.197000000000000000e+03 1.061727614252215290e+03 2.018360236480391645e+00 1.701031289508474842e+01
1.198000000000000000e+03 1.057399719597824060e+03 2.390490144674056516e+00 1.716736681259274278e+01
1.199000000000000000e+03 1.053050836977826293e+03 2.746651307551814636e+00 1.732652999604800215e+01
1.200000000000000000e+03 1.048682502552806227e+03 3.086651052036966103e+00 1.748772165462257533e+01
1.201000000000000000e+03 1.044296262946764273e+03 3.410295840725506622e+00 1.765086041386510018e+01
1.202000000000000000e+03 1.039893675268932384e+03 3.717391270385605129e+00 1.781586431445718333e+01
1.203000000000000000e+03 1.035476307135592151e+03 4.007742070457074313e+00 1.798265081096979046e+01
1.204000000000000000e+03 1.031045736691893126e+03 4.281152101550862454e+00 1.815113677061960473e+01
1.205000000000000000e+03 1.026603552633667050e+03 4.537424353948515510e+00 1.832123847202544198e+01
1.206000000000000000e+03 1.022151354229247090e+03 4.776360946101664062e+00 1.849287160396459129e+01
1.207000000000000000e+03 1.017690679735464641e+03 4.997810643096699756e+00 1.866595281311802879e+01
1.208000000000000000e+03 1.013222790652801336e+03 5.201812044974840177e+00 1.884040437032663462e+01
1.209000000000000000e+03 1.008748884900899611e+03 5.388452129464632812e+00 1.901614955837197485e+01
1.210000000000000000e+03 1.004270168203298340e+03 5.557818891712878795e+00 1.919311112699831057e+01
1.211000000000000000e+03 9.997878541033564943e+02 5.710001346695062097e+00 1.937121129179647738e+01
1.212000000000000000e+03 9.953031639801770325e+02 5.845089531625800916e+00 1.955037173308772580e+01
1.213000000000000000e+03 9.908173270645310140e+02 5.963174508369263549e+00 1.973051359480760780e+01
1.214000000000000000e+03 9.863315804547808057e+02 6.064348365849622446e+00 1.991155748338983500e+01
1.215000000000000000e+03 9.818471691328029465e+02 6.148704222461476299e+00 2.009342346665012968e+01
1.216000000000000000e+03 9.773653459799146503e+02 6.216336228480292547e+00 2.027603107267010074e+01
1.217000000000000000e+03 9.728873717927947382e+02 6.267339568472836575e+00 2.045929928868110537e+01
1.218000000000000000e+03 9.684145152994086629e+02 6.301810463707619547e+00 2.064314655994810010e+01
1.219000000000000000e+03 9.639480531749325110e+02 6.319846174565316943e+00 2.082749078865353454e+01
1.220000000000000000e+03 9.594892700576757534e+02 6.321545002949213732e+00 2.101224933278115969e+01
1.221000000000000000e+03 9.550394585650060435e+02 6.307006294695645110e+00 2.119733900499995016e+01
1.222000000000000000e+03 9.505999193092720816e+02 6.276330441984419473e+00 2.138267607154794447e+01
1.223000000000000000e+03 9.461719609137285261e+02 6.229618885749264479e+00 2.156817625111609971e+01
1.224000000000000000e+03 9.417569000284582899e+02 6.166974118088251799e+00 2.175375471373215674e+01
1.225000000000000000e+03 9.373560613462967694e+02 6.088499684674242296e+00 2.193932607964450199e+01
1.226000000000000000e+03 9.329707776187569834e+02 5.994300187165322313e+00 2.212480441820606458e+01
1.227000000000000000e+03 9.286023896719514141e+02 5.884481285615229318e+00 2.231010324675813195e+01
1.228000000000000000e+03 9.242522464225164640e+02 5.759149700883792633e+00 2.249513552951422923e+01
1.229000000000000000e+03 9.199217048935361163e+02 5.618413217047371511e+00 2.267981367644399171e+01
1.230000000000000000e+03 9.156121302304663914e+02 5.462380683809290538e+00 2.286404954215703356e+01
1.231000000000000000e+03 9.113248957170583253e+02 5.291162018910267051e+00 2.304775442478678826e+01
1.232000000000000000e+03 9.070613827912815168e+02 5.104868210538856310e+00 2.323083906487437744e+01
1.233000000000000000e+03 9.028229810612489246e+02 4.903611319741879804e+00 2.341321364425250096e+01
1.234000000000000000e+03 8.986110883211397322e+02 4.687504482834869535e+00 2.359478778492927020e+01
1.235000000000000000e+03 8.944271105671228952e+02 4.456661913812492770e+00 2.377547054797207338e+01
1.236000000000000000e+03 8.902724620132821656e+02 4.211198906758994553e+00 2.395517043239145494e+01
1.237000000000000000e+03 8.861485651075382748e+02 3.951231838258632223e+00 2.413379537402497732e+01
1.238000000000000000e+03 8.820568505475740722e+02 3.676878169806105490e+00 2.431125274442105422e+01
1.239000000000000000e+03 8.779987572967571623e+02 3.388256450217002502e+00 2.448744934972286558e+01
1.240000000000000000e+03 8.739757326000642479e+02 3.085486318038225484e+00 2.466229142955216957e+01
1.241000000000000000e+03 8.699892320000050177e+02 2.768688503958430580e+00 2.483568465589320340e+01
1.242000000000000000e+03 8.660407193525448974e+02 2.437984833218461489e+00 2.500753413197652009e+01
1.243000000000000000e+03 8.621316668430307573e+02 2.093498228021790641e+00 2.517774439116287510e+01
1.244000000000000000e+03 8.582635550021124118e+02 1.735352709944942395e+00 2.534621939582706673e+01
1.245000000000000000e+03 8.544378727216678726e+02 1.363673402347942210e+00 2.551286253624182265e+01
1.246000000000000000e+03 8.506559444651318245e+02 9.786078692339528207e-01 2.567758558737420316e+01
1.247000000000000000e+03 8.469184096476242303e+02 5.803904009906373229e-01 2.584033569653659868e+01
1.248000000000000000e+03 8.432257371793798484e+02 1.692784876652673742e-01 2.600106871014558152e+01
1.249000000000000000e+03 8.395783977198334469e+02 -2.544684450127600028e-01 2.615974024410776977e+01
1.250000000000000000e+03 8.359768636801990169e+02 -6.905890315736381568e-01 2.631630568339557286e+01
1.251000000000000000e+03 8.324216092260461437e+02 -1.138819962748855108e+00 2.647072018162285545e+01
1.252000000000000000e+03 8.289131102798787651e+02 -1.598895981412907119e+00 2.662293866062065106e+01
1.253000000000000000e+03 8.254518445237119977e+02 -2.070549878525006271e+00 2.677291581001285081e+01
1.254000000000000000e+03 8.220382914016495306e+02 -2.553512489070793645e+00 2.692060608679192768e+01
1.255000000000000000e+03 8.186729321224627256e+02 -3.047512688004045511e+00 2.706596371489462172e+01
1.256000000000000000e+03 8.153562496621661921e+02 -3.552277386188383179e+00 2.720894268477760747e+01
1.257000000000000000e+03 8.120887287665975691e+02 -4.067531526338987291e+00 2.734949675299325733e+01
1.258000000000000000e+03 8.088708559539936687e+02 -4.592998078964304121e+00 2.748757944176530543e+01
1.259000000000000000e+03 8.057031195175682114e+02 -5.128398038307757645e+00 2.762314403856453282e+01
1.260000000000000000e+03 8.025860095280905853e+02 -5.673450418289453623e+00 2.775614359568451661e+01
1.261000000000000000e+03 7.995200178364622161e+02 -6.227872248447895664e+00 2.788653092981726900e+01
1.262000000000000000e+03 7.965056380762949857e+02 -6.791378569881701743e+00 2.801425862162899350e+01
1.263000000000000000e+03 7.935433656664888531e+02 -7.363682431191291400e+00 2.813927901533573461e+01
1.264000000000000000e+03 7.906336978138086806e+02 -7.944494884420620018e+00 2.826154421827911989e+01
1.265000000000000000e+03 7.877771335154634471e+02 -8.533524980998878462e+00 2.838100610050204509e+01
1.266000000000000000e+03 7.849741735616817095e+02 -9.130479767682196268e+00 2.849761629432435228e+01
1.267000000000000000e+03 7.822253205382913848e+02 -9.735064282495365262e+00 2.861132619391856480e+01
1.268000000000000000e+03 7.795310788292962343e+02 -1.034698155067354364e+01 2.872208695488556529e+01
1.269000000000000000e+03 7.768919546194538270e+02 -1.096593258060395648e+01 2.882984949383030582e+01
1.270000000000000000e+03 7.743084558968528199e+02 -1.159161635976762206e+01 2.893456448793749303e+01
1.271000000000000000e+03 7.717810924554912617e+02 -1.222372985068105145e+01 2.903618237454730888e+01
1.272000000000000000e+03 7.693103758978539872e+02 -1.286196798683796594e+01 2.913465335073110651e+01
1.273000000000000000e+03 7.668968196374892159e+02 -1.350602366865099135e+01 2.922992737286707765e+01
1.274000000000000000e+03 7.645409389015885608e+02 -1.415558775939338254e+01 2.932195415621600887e+01
1.275000000000000000e+03 7.622432507335619221e+02 -1.481034908114073367e+01 2.941068317449693126e+01
1.276000000000000000e+03 7.600042739956172682e+02 -1.546999441071267434e+01 2.949606365946284825e+01
1.277000000000000000e+03 7.578245293713376896e+02 -1.613420847561460292e+01 2.957804460047643857e+01
1.278000000000000000e+03 7.557045393682576560e+02 -1.680267394997937558e+01 2.965657474408570948e+01
1.279000000000000000e+03 7.536448283204426843e+02 -1.747507145050901300e+01 2.973160259359977786e+01
1.280000000000000000e+03 7.516459223910662786e+02 -1.815107953241643202e+01 2.980307640866450569e+01
1.281000000000000000e+03 7.497083495749870963e+02 -1.883037468536714343e+01 2.987094420483820656e+01
1.282000000000000000e+03 7.478326397013266842e+02 -1.951263132942095524e+01 2.993515375316737348e+01
1.283000000000000000e+03 7.460193244360478957e+02 -2.019752181097369359e+01 2.999565257976235699e+01
1.284000000000000000e+03 7.442689372845317166e+02 -2.088471639869890950e+01 3.005238796537308588e+01
1.285000000000000000e+03 7.425818548479691117e+02 -2.157389610956885306e+01 3.010531742453060389e+01
1.286000000000000000e+03 7.409578186107740976e+02 -2.226479135478595239e+01 3.015444027430533325e+01
1.287000000000000000e+03 7.393964077174714475e+02 -2.295714372547188731e+01 3.019976642387602794e+01
1.288000000000000000e+03 7.378971972163579949e+02 -2.365069319935313885e+01 3.024130592788382188e+01
1.289000000000000000e+03 7.364597580505518408e+02 -2.434517813763437388e+01 3.027906898676889824e+01
1.290000000000000000e+03 7.350836570490426993e+02 -2.504033528187183322e+01 3.031306594710715885e+01
1.291000000000000000e+03 7.337684569177422418e+02 -2.573589975084670201e+01 3.034330730194696102e+01
1.292000000000000000e+03 7.325137162305338734e+02 -2.643160503743855116e+01 3.036980369114577627e+01
1.293000000000000000e+03 7.313189894203225094e+02 -2.712718300549865802e+01 3.039256590170688810e+01
1.294000000000000000e+03 7.301838267700846927e+02 -2.782236388672343708e+01 3.041160486811609331e+01
1.295000000000000000e+03 7.291077744039190520e+02 -2.851687627752784238e+01 3.042693167267841048e+01
1.296000000000000000e+03 7.280903742780952825e+02 -2.921044713591871655e+01 3.043855754585470663e+01
1.297000000000000000e+03 7.271311641721056276e+02 -2.990280177836820386e+01 3.044649386659848034e+01
1.298000000000000000e+03 7.262296776797131770e+02 -3.059366387668712761e+01 3.045075216269249552e+01
1.299000000000000000e+03 7.253854442000035760e+02 -3.128275545489841036e+01 3.045134411108547923e+01
1.300000000000000000e+03 7.245979889284332103e+02 -3.196979688611041226e+01 3.044828153822884076e+01
1.301000000000000000e+03 7.238668328478813692e+02 -3.265450688939038315e+01 3.044157642041333744e+01
1.302000000000000000e+03 7.231914927196980898e+02 -3.333660252663776902e+01 3.043124088410575823e+01
1.303000000000000000e+03 7.225714810747555248e+02 -3.401579919945768893e+01 3.041728720628566762e+01
1.304000000000000000e+03 7.220063062044976050e+02 -3.469181064603426279e+01 3.039972781478205022e+01
1.305000000000000000e+03 7.214954721519901568e+02 -3.536434893800404211e+01 3.037857528861002265e+01
1.306000000000000000e+03 7.210384787029701101e+02 -3.603312447732936619e+01 3.035384235830750299e+01
1.307000000000000000e+03 7.206348213768969799e+02 -3.669784599317177509e+01 3.032554190627195112e+01
1.308000000000000000e+03 7.202839914180013920e+02 -3.735822053876536586e+01 3.029368696709700970e+01
1.309000000000000000e+03 7.199854757863362238e+02 -3.801395348829021259e+01 3.025829072790923036e+01
1.310000000000000000e+03 7.197387571488256981e+02 -3.866474853374578657e+01 3.021936652870476081e+01
1.311000000000000000e+03 7.195433138703159557e+02 -3.931030768182423429e+01 3.017692786268600358e+01
1.312000000000000000e+03 7.193986200046250588e+02 -3.995033125078392544e+01 3.013098837659837415e+01
1.313000000000000000e+03 7.193041452855923126e+02 -4.058451786732267408e+01 3.008156187106692414e+01
1.314000000000000000e+03 7.192593551181299745e+02 -4.121256446345126534e+01 3.002866230093309241e+01
1.315000000000000000e+03 7.192637105692704154e+02 -4.183416627336676186e+01 2.997230377559135306e+01
1.316000000000000000e+03 7.193166683592194204e+02 -4.244901683032593809e+01 2.991250055932593099e+01
1.317000000000000000e+03 7.194176808524032367e+02 -4.305680796351863648e+01 2.984926707164748549e+01
1.318000000000000000e+03 7.195661960485209647e+02 -4.365722979494117340e+01 2.978261788762981155e+01
1.319000000000000000e+03 7.197616575735927427e+02 -4.424997073626974498e+01 2.971256773824653052e+01
1.320000000000000000e+03 7.200035046710110009e+02 -4.483471748573378335e+01 2.963913151070777374e+01
1.321000000000000000e+03 7.202911721925895563e+02 -4.541115502498934120e+01 2.956232424879688381e+01
1.322000000000000000e+03 7.206240905896144113e+02 -4.597896661599256873e+01 2.948216115320710884e+01
1.323000000000000000e+03 7.210016859038934172e+02 -4.653783379787296326e+01 2.939865758187827183e+01
1.324000000000000000e+03 7.214233213523749555e+02 -4.708747137333664057e+01 2.931183504201055712e+01
1.325000000000000000e+03 7.218881213930881131e+02 -4.762773279696321538e+01 2.922173923783924110e+01
1.326000000000000000e+03 7.223951456985066670e+02 -4.815850594452675892e+01 2.912842222283698135e+01
1.327000000000000000e+03 7.229434473727783370e+02 -4.867967822832161318e+01 2.903193642686446552e+01
1.328000000000000000e+03 7.235320729387810843e+02 -4.919113659642932390e+01 2.893233465691702477e+01
1.329000000000000000e+03 7.241600623251771367e+02 -4.969276753198528240e+01 2.882967009787113710e+01
1.330000000000000000e+03 7.248264488534680368e+02 -5.018445705244558752e+01 2.872399631323098745e+01
1.331000000000000000e+03 7.255302592250496900e+02 -5.066609070885387212e+01 2.861536724587502434e+01
1.332000000000000000e+03 7.262705135082663901e+02 -5.113755358510795901e+01 2.850383721880245957e+01
1.333000000000000000e+03 7.270462251254666626e+02 -5.159873029722685800e+01 2.838946093587987107e+01
1.334000000000000000e+03 7.278564008400572902e+02 -5.204950499261733654e+01 2.827229348258769548e+01
1.335000000000000000e+03 7.287000407435583611e+02 -5.248976134934088833e+01 2.815239032676679187e+01
1.336000000000000000e+03 7.295761382426583168e+02 -5.291938257538039636e+01 2.802980731936499836e+01
1.337000000000000000e+03 7.304836800462683186e+02 -5.333825140790699493e+01 2.790460069518364605e+01
1.338000000000000000e+03 7.314216461525775230e+02 -5.374625011254687479e+01 2.777682707362412629e+01
1.339000000000000000e+03 7.323890098361073342e+02 -5.414326048264796043e+01 2.764654345943440816e+01
1.340000000000000000e+03 7.333847376347671343e+02 -5.452916383854685733e+01 2.751380724345562712e+01
1.341000000000000000e+03 7.344077893369075127e+02 -5.490384102683554346e+01 2.737867620336858110e+01
1.342000000000000000e+03 7.354571179683771334e+02 -5.526717241962813887e+01 2.724120850444029784e+01
1.343000000000000000e+03 7.365316697795758500e+02 -5.561903791382781037e+01 2.710146270027057369e+01
1.344000000000000000e+03 7.376303842325099822e+02 -5.595931693039342747e+01 2.695949773353852663e+01
1.345000000000000000e+03 7.387521939878479316e+02 -5.628788841360643147e+01 2.681537293674909961e+01
1.346000000000000000e+03 7.398960248919734113e+02 -5.660463083033764065e+01 2.666914803297967040e+01
1.347000000000000000e+03 7.410607959640421996e+02 -5.690942216931397013e+01 2.652088313662653007e+01
1.348000000000000000e+03 7.422454193830350277e+02 -5.720213994038528682e+01 2.637063875415148217e+01
1.349000000000000000e+03 7.434488004748138792e+02 -5.748266117379116480e+01 2.621847578482832120e+01
1.350000000000000000e+03 7.446698376991756732e+02 -5.775086241942767629e+01 2.606445552148945310e+01
1.351000000000000000e+03 7.459074226369082226e+02 -5.800661974611422522e+01 2.590863965127237378e+01
1.352000000000000000e+03 7.471604399768440317e+02 -5.824980874086025295e+01 2.575109025636624338e+01
1.353000000000000000e+03 7.484277675029154580e+02 -5.848030450813212866e+01 2.559186981475843226e+01
1.354000000000000000e+03 7.497082760812094193e+02 -5.869798166911984794e+01 2.543104120098103493e+01
1.355000000000000000e+03 7.510008296470232381e+02 -5.890271436100391611e+01 2.526866768685746223e+01
1.356000000000000000e+03 7.523042851919171881e+02 -5.909437623622202551e+01 2.510481294224893745e+01
1.357000000000000000e+03 7.536174927507715893e+02 -5.927284046173597432e+01 2.493954103580105652e+01
1.358000000000000000e+03 7.549392953888404918e+02 -5.943797971829834381e+01 2.477291643569034463e+01
1.359000000000000000e+03 7.562685291888064967e+02 -5.958966619971936041e+01 2.460500401037079143e+01
1.360000000000000000e+03 7.576040232378360315e+02 -5.972777161213365105e+01 2.443586902932038285e+01
1.361000000000000000e+03 7.589445996146336029e+02 -5.985216717326704128e+01 2.426557716378765051e+01
1.362000000000000000e+03 7.602890733764969582e+02 -5.996272361170336751e+01 2.409419448753822124e+01
1.363000000000000000e+03 7.616363107131164725e+02 -6.005934574013809168e+01 2.392178621130010896e+01
1.364000000000000000e+03 7.629854041166703382e+02 -6.014207658246322552e+01 2.374841286974157484e+01
1.365000000000000000e+03 7.643354990652516108e+02 -6.021099436232835700e+01 2.357413409507116597e+01
1.366000000000000000e+03 7.656857360174474252e+02 -6.026617803200506529e+01 2.339900988029165774e+01
1.367000000000000000e+03 7.670352504031476428e+02 -6.030770727388529195e+01 2.322310057986484821e+01
1.368000000000000000e+03 7.683831726143555443e+02 -6.033566250197976899e+01 2.304646691037637396e+01
1.369000000000000000e+03 7.697286279959948843e+02 -6.035012486341642557e+01 2.286916995120051510e+01
1.370000000000000000e+03 7.710707368367216077e+02 -6.035117623993881608e+01 2.269127114516502886e+01
1.371000000000000000e+03 7.724086143597305636e+02 -6.033889924940443450e+01 2.251283229921589069e+01
1.372000000000000000e+03 7.737413707135674485e+02 -6.031337724728332716e+01 2.233391558508219177e+01
1.373000000000000000e+03 7.750681109629356342e+02 -6.027469432815631478e+01 2.215458353994087304e+01
1.374000000000000000e+03 7.763879350795069740e+02 -6.022293532721344889e+01 2.197489906708156937e+01
1.375000000000000000e+03 7.776999379327302222e+02 -6.015818582175250384e+01 2.179492543657142178e+01
1.376000000000000000e+03 7.790032092806409310e+02 -6.008053213267730541e+01 2.161472628591987188e+01
1.377000000000000000e+03 7.802968337606705518e+02 -5.999006132599618013e+01 2.143436562074347052e+01
1.378000000000000000e+03 7.815798908804547409e+02 -5.988686121432032650e+01 2.125390781543067931e+01
1.379000000000000000e+03 7.828514550086442796e+02 -5.977102035836229987e+01 2.107341761380671130e+01
1.380000000000000000e+03 7.841105953657126975e+02 -5.964262806843434106e+01 2.089296012979830053e+01
1.381000000000000000e+03 7.853563760147673065e+02 -5.950177440594686828e+01 2.071260084809853907e+01
1.382000000000000000e+03 7.865878558523561423e+02 -5.934855018490678447e+01 2.053240562483166443e+01
1.383000000000000000e+03 7.878040885992793392e+02 -5.918304697341603315e+01 2.035244068821787522e+01
1.384000000000000000e+03 7.890041227913973216e+02 -5.900535709516985605e+01 2.017277263923814346e+01
1.385000000000000000e+03 7.901870017704403608e+02 -5.881557363095532764e+01 1.999346845229903380e+01
1.386000000000000000e+03 7.913517636748173345e+02 -5.861379042014965535e+01 1.981459547589747316e+01
1.387000000000000000e+03 7.924974414304261927e+02 -5.840010206221875677e+01 1.963622143328560554e+01
1.388000000000000000e+03 7.936230627414616947e+02 -5.817460391821547461e+01 1.945841442313557579e+01
1.389000000000000000e+03 7.947276500812258746e+02 -5.793739211227811126e+01 1.928124292020433117e+01
1.390000000000000000e+03 7.958102206829361194e+02 -5.768856353312880003e+01 1.910477577599844423e+01
1.391000000000000000e+03 7.968697865305358619e+02 -5.742821583557196874e+01 1.892908221943893210e+01
1.392000000000000000e+03 7.979053543495026588e+02 -5.715644744199263982e+01 1.875423185752602606e+01
1.393000000000000000e+03 7.989159255976578606e+02 -5.687335754385496500e+01 1.858029467600401219e+01
1.394000000000000000e+03 7.999004964559762811e+02 -5.657904610320058936e+01 1.840734104002604710e+01
1.395000000000000000e+03 8.008580578193943893e+02 -5.627361385414700123e+01 1.823544169481892752e+01
1.396000000000000000e+03 8.017875952876207748e+02 -5.595716230438604555e+01 1.806466776634792737e+01
1.397000000000000000e+03 8.026880891559443398e+02 -5.562979373668229499e+01 1.789509076198161353e+01
1.398000000000000000e+03 8.035585144060444236e+02 -5.529161121037140703e+01 1.772678257115661538e+01
1.399000000000000000e+03 8.043978406967996762e+02 -5.494271856285865141e+01 1.755981546604248678e+01
1.400000000000000000e+03 8.052050323550969324e+02 -5.458322041111718903e+01 1.739426210220646141e+01
1.401000000000000000e+03 8.059790483666415639e+02 -5.421322215318661364e+01 1.723019551927831117e+01
1.402000000000000000e+03 8.067189664445808148e+02 -5.383284516763527705e+01 1.706768227833581264e+01
1.403000000000000000e+03 8.074243566697715551e+02 -5.344227258239418887e+01 1.690676179440614746e+01
1.404000000000000000e+03 8.080949117295632504e+02 -5.304170398630616035e+01 1.674746678971038349e+01
1.405000000000000000e+03 8.087303231919860309e+02 -5.263134027690176708e+01 1.658983013762838610e+01
1.406000000000000000e+03 8.093302815041284930e+02 -5.221138366282491461e+01 1.643388486294492523e+01
1.407000000000000000e+03 8.098944759905173214e+02 -5.178203766625854598e+01 1.627966414209580748e+01
1.408000000000000000e+03 8.104225948514953188e+02 -5.134350712535005101e+01 1.612720130341394409e+01
1.409000000000000000e+03 8.109143251616013686e+02 -5.089599819663703784e+01 1.597652982737549188e+01
1.410000000000000000e+03 8.113693528679473275e+02 -5.043971835747271371e+01 1.582768334684590883e+01
1.411000000000000000e+03 8.117873627885986707e+02 -4.997487640845167789e+01 1.568069564732611632e+01
1.412000000000000000e+03 8.121680386109527490e+02 -4.950168247583535930e+01 1.553560066719855293e+01
1.413000000000000000e+03 8.125110628901169321e+02 -4.902034801397764596e+01 1.539243249797331359e+01
1.414000000000000000e+03 8.128161170472883441e+02 -4.853108580775051450e+01 1.525122538453423005e+01
1.415000000000000000e+03 8.130828813681316660e+02 -4.803410997496950330e+01 1.511201372538498511e+01
1.416000000000000000e+03 8.133110350011592118e+02 -4.752963596881945563e+01 1.497483207289523222e+01
1.417000000000000000e+03 8.135002559561081625e+02 -4.701788058027994310e+01 1.483971513354665994e+01
1.418000000000000000e+03 8.136502211023206428e+02 -4.649906194055099462e+01 1.470669776817914354e+01
1.419000000000000000e+03 8.137606061671222051e+02 -4.597339952347852687e+01 1.457581499223680588e+01
1.420000000000000000e+03 8.138310857342003146e+02 -4.544111414798011594e+01 1.444710197601416191e+01
1.421000000000000000e+03 8.138613332419831750e+02 -4.490242798047041362e+01 1.432059404490218668e+01
1.422000000000000000e+03 8.138510209820185537e+02 -4.435756453728679816e+01 1.419632667963444206e+01
1.423000000000000000e+03 8.137998200973532903e+02 -4.380674868711499670e+01 1.407433551653317316e+01
1.424000000000000000e+03 8.137074005809112123e+02 -4.325020665341463655e+01 1.395465634775542441e+01
1.425000000000000000e+03 8.135734312738720746e+02 -4.268816601684478229e+01 1.383732512153911109e+01
1.426000000000000000e+03 8.133975798640503854e+02 -4.212085571768962211e+01 1.372237794244916920e+01
1.427000000000000000e+03 8.131795128842746863e+02 -4.154850605828396226e+01 1.360985107162362340e+01
1.428000000000000000e+03 8.129188957107660372e+02 -4.097134870543886365e+01 1.349978092701970667e+01
1.429000000000000000e+03 8.126153925615158187e+02 -4.038961669286720024e+01 1.339220408365996207e+01
1.430000000000000000e+03 8.122686664946668316e+02 -3.980354442360924594e+01 1.328715727387834455e+01
1.431000000000000000e+03 8.118783794068900761e+02 -3.921336767245835375e+01 1.318467738756633700e+01
1.432000000000000000e+03 8.114441920317640324e+02 -3.861932358838631529e+01 1.308480147241903246e+01
1.433000000000000000e+03 8.109657639381537138e+02 -3.802165069696918920e+01 1.298756673418125906e+01
1.434000000000000000e+03 8.104427535285897193e+02 -3.742058890281276007e+01 1.289301053689367649e+01
1.435000000000000000e+03 8.098748180376463779e+02 -3.681637949197811110e+01 1.280117040313887244e+01
1.436000000000000000e+03 8.092616135303210285e+02 -3.620926513440731043e+01 1.271208401428748225e+01
1.437000000000000000e+03 8.086027949004123911e+02 -3.559948988634888423e+01 1.262578921074428528e+01
1.438000000000000000e+03 8.078980158688997335e+02 -3.498729919278344624e+01 1.254232399219429439e+01
1.439000000000000000e+03 8.071469289823220379e+02 -3.437293988984930593e+01 1.246172651784889851e+01
1.440000000000000000e+03 8.063491856111553489e+02 -3.375666020726803396e+01 1.238403510669192187e+01
1.441000000000000000e+03 8.055045479835564493e+02 -3.313870018796478689e+01 1.230928032758626145e+01
1.442000000000000000e+03 8.046132265338015941e+02 -3.251926283567657094e+01 1.223746118127202109e+01
